CocState,CoC,HudNum,year,HIC Date,Beds HH w/ Children,Units HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/ only Children,CH Beds HH w only Children
TX,Austin/Travis County CoC,TX-503,2020,1/25/2020 0:00,0,0,0,0,,0,
TX,Austin/Travis County CoC,TX-503,2020,1/25/2020 0:00,,,0,0,,,
CA,Lake County CoC,CA-529,2020,1/27/2020 0:00,22,1,0,0,,0,
MD,Mid-Shore Regional CoC,MD-511,2020,1/29/2020 0:00,0,0,0,0,,0,
CA,Bakersfield/Kern County CoC,CA-604,2020,1/24/2020 0:00,0,0,0,0,,0,
CA,Bakersfield/Kern County CoC,CA-604,2020,1/24/2020 0:00,0,0,0,0,,0,
CA,Bakersfield/Kern County CoC,CA-604,2020,1/24/2020 0:00,0,0,0,0,,0,
CA,Bakersfield/Kern County CoC,CA-604,2020,1/24/2020 0:00,57,11,0,0,,0,
CA,Bakersfield/Kern County CoC,CA-604,2020,1/24/2020 0:00,57,12,0,0,,0,
CA,Mendocino County CoC,CA-509,2020,1/30/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,4,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,4,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,7,3,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,1,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,11,3,11,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,50,11,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,3,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,2,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,5,2,0,5,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,6,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,11,9,0,11,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,18,5,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,66,50,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,6,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,180,60,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,1,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,32,4,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,30,12,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,30,5,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,26,10,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,10,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,12,4,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,10,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,6,2,6,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,14,5,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,16,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,40,20,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,5,2,5,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,90,30,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,21,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,36,10,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,12,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,10,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,53,14,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
GA,Atlanta CoC,GA-500,2020,1/27/2020 0:00,,,,,,,
GA,Atlanta CoC,GA-500,2020,1/27/2020 0:00,11,1,11,0,,0,
GA,Atlanta CoC,GA-500,2020,1/27/2020 0:00,4,2,0,0,,,
AL,Montgomery City & County CoC,AL-504,2020,1/28/2020 0:00,114,34,114,0,0,0,
AL,Montgomery City & County CoC,AL-504,2020,1/28/2020 0:00,4,2,4,0,,,
SC,Columbia/Midlands CoC,SC-502,2020,1/22/2020 0:00,24,1,0,0,,0,
SC,Columbia/Midlands CoC,SC-502,2020,1/22/2020 0:00,9,1,0,0,,0,
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,0,0,0,0,,0,
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,36,9,0,0,,0,
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,0,0,0,0,0,0,0
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,0,0,0,0,0,0,0
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,0,0,0,0,0,0,0
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,2,1,0,0,2,0,0
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,25,8,0,0,,0,
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,21,6,0,0,,0,
PR,Puerto Rico Balance of Commonwealth CoC,PR-502,2020,1/29/2020 0:00,0,0,0,0,,0,
KY,Kentucky Balance of State CoC,KY-500,2020,1/29/2020 0:00,20,6,0,0,,0,
KY,Kentucky Balance of State CoC,KY-500,2020,1/29/2020 0:00,79,24,0,0,,0,
KY,Kentucky Balance of State CoC,KY-500,2020,1/29/2020 0:00,68,31,0,0,68,,
KY,Kentucky Balance of State CoC,KY-500,2020,1/29/2020 0:00,8,3,0,0,8,0,
KY,Kentucky Balance of State CoC,KY-500,2020,1/29/2020 0:00,0,0,0,0,,0,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,4,2,0,0,,0,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,,,,,,,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,15,6,0,0,,0,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,8,3,0,0,6,0,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,0,0,0,0,,0,
TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,1/22/2020 0:00,7,3,7,0,7,0,0
TN,Jackson/West Tennessee CoC,TN-507,2020,1/22/2020 0:00,12,3,12,0,,0,
TN,Jackson/West Tennessee CoC,TN-507,2020,1/22/2020 0:00,0,0,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,12,1,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,11,1,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,11,1,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,10,5,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,7,1,0,0,,0,
TN,Upper Cumberland CoC,TN-506,2020,1/28/2020 0:00,0,0,0,0,,0,
TN,Nashville-Davidson County CoC,TN-504,2020,1/23/2020 0:00,0,0,0,0,,0,
TN,Nashville-Davidson County CoC,TN-504,2020,1/23/2020 0:00,2,1,0,2,,0,
TN,Nashville-Davidson County CoC,TN-504,2020,1/23/2020 0:00,0,0,0,0,,0,
TN,Central Tennessee CoC,TN-503,2020,1/23/2020 0:00,0,0,0,0,,0,
TN,Central Tennessee CoC,TN-503,2020,1/23/2020 0:00,0,0,0,0,,0,
TN,Central Tennessee CoC,TN-503,2020,1/23/2020 0:00,0,0,0,0,,0,
TN,Memphis/Shelby County CoC,TN-501,2020,1/22/2020 0:00,30,5,0,0,0,0,0
TN,Memphis/Shelby County CoC,TN-501,2020,1/22/2020 0:00,50,50,0,0,,0,
SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2020,1/22/2020 0:00,2,1,0,2,,1,
SC,Charleston/Low Country CoC,SC-500,2020,1/22/2020 0:00,6,2,0,6,,,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,23,7,23,0,0,,
PR,South-Southeast Puerto Rico CoC,PR-503,2020,1/29/2020 0:00,4,1,4,0,,0,
NC,Chapel Hill/Orange County CoC,NC-513,2020,1/29/2020 0:00,2,1,0,0,2,0,
NC,Fayetteville/Cumberland County CoC,NC-511,2020,1/30/2020 0:00,1,1,0,0,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,17,7,0,10,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,0,0,0,0,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,20,5,0,0,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,0,0,0,0,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,16,8,0,0,,0,
NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,2020,1/29/2020 0:00,22,5,0,0,,0,
NC,Raleigh/Wake County CoC,NC-507,2020,1/24/2020 0:00,7,3,0,0,7,0,0
NC,Raleigh/Wake County CoC,NC-507,2020,1/24/2020 0:00,18,5,0,0,18,0,0
NC,Raleigh/Wake County CoC,NC-507,2020,1/24/2020 0:00,5,1,5,0,0,0,0
NC,"Greensboro, High Point CoC",NC-504,2020,1/29/2020 0:00,21,5,0,0,,0,
NC,"Greensboro, High Point CoC",NC-504,2020,1/29/2020 0:00,22,5,0,0,,0,
NC,"Greensboro, High Point CoC",NC-504,2020,1/29/2020 0:00,48,16,48,0,0,0,0
NC,"Greensboro, High Point CoC",NC-504,2020,1/29/2020 0:00,39,13,0,0,39,0,0
KS,Kansas Balance of State CoC,KS-507,2020,1/22/2020 0:00,0,0,0,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,49,17,0,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,11,3,0,0,11,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,75,25,0,0,75,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,14,4,0,0,14,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,161,43,0,0,161,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,0,0,0,0,0,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,35,9,0,0,35,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,148,38,0,0,148,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,32,9,0,0,32,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,29,8,0,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,92,27,0,0,92,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,35,8,0,0,35,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,6,1,6,0,0,0,0
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,6,2,6,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,22,4,0,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,28,12,0,0,,0,
NC,North Carolina Balance of State CoC,NC-503,2020,1/29/2020 0:00,0,0,0,0,,0,
NC,Durham City & County CoC,NC-502,2020,1/29/2020 0:00,0,0,0,0,,0,
MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,2020,1/22/2020 0:00,4,2,4,0,4,0,0
MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,2020,1/22/2020 0:00,28,13,28,0,28,0,0
NC,Asheville/Buncombe County CoC,NC-501,2020,1/29/2020 0:00,3,1,0,0,3,0,
NC,Asheville/Buncombe County CoC,NC-501,2020,1/29/2020 0:00,58,24,58,0,0,0,0
NC,Winston-Salem/Forsyth County CoC,NC-500,2020,1/29/2020 0:00,72,24,72,0,0,0,0
NC,Winston-Salem/Forsyth County CoC,NC-500,2020,1/29/2020 0:00,6,2,6,0,,0,
NC,Winston-Salem/Forsyth County CoC,NC-500,2020,1/29/2020 0:00,0,0,0,0,,0,
MS,Gulf Port/Gulf Coast Regional CoC,MS-503,2020,1/28/2020 0:00,10,5,0,0,,0,
MS,Mississippi Balance of State CoC,MS-501,2020,1/27/2020 0:00,13,3,13,0,,,
VT,Vermont Balance of State CoC,VT-500,2020,1/22/2020 0:00,46,8,0,0,,0,
MS,Mississippi Balance of State CoC,MS-501,2020,1/27/2020 0:00,5,2,0,0,,0,
MS,"Jackson/Rankin, Madison Counties CoC",MS-500,2020,1/27/2020 0:00,20,9,1,0,20,,
MS,"Jackson/Rankin, Madison Counties CoC",MS-500,2020,1/27/2020 0:00,5,1,0,0,,0,
MS,"Jackson/Rankin, Madison Counties CoC",MS-500,2020,1/27/2020 0:00,13,9,13,6,,,
MS,"Jackson/Rankin, Madison Counties CoC",MS-500,2020,1/27/2020 0:00,31,20,31,10,,,
MS,"Jackson/Rankin, Madison Counties CoC",MS-500,2020,1/27/2020 0:00,18,7,0,0,,0,
KY,Lexington-Fayette County CoC,KY-502,2020,1/29/2020 0:00,85,22,85,0,85,0,0
KY,Lexington-Fayette County CoC,KY-502,2020,1/29/2020 0:00,3,1,0,3,,0,
KY,Louisville-Jefferson County CoC,KY-501,2020,1/29/2020 0:00,16,4,16,0,,0,
KY,Louisville-Jefferson County CoC,KY-501,2020,1/29/2020 0:00,12,4,12,0,,0,
GA,Georgia Balance of State CoC,GA-501,2020,1/27/2020 0:00,6,3,0,6,,0,
CA,Pasadena CoC,CA-607,2020,1/21/2020 0:00,2,1,0,0,2,0,0
CA,Mendocino County CoC,CA-509,2020,1/30/2020 0:00,28,10,0,0,,,
CA,Mendocino County CoC,CA-509,2020,1/30/2020 0:00,73,4,73,1,73,0,0
CA,Mendocino County CoC,CA-509,2020,1/30/2020 0:00,76,22,1,5,76,0,0
CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,2020,1/29/2020 0:00,12,5,0,0,,0,
CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,2020,1/29/2020 0:00,7,2,0,0,,0,
CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,2020,1/29/2020 0:00,7,3,0,0,,0,
CA,Pasadena CoC,CA-607,2020,1/21/2020 0:00,0,0,0,0,0,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,0,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,7,2,0,0,7,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,24,4,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,22,5,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,15,5,15,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,2,1,0,0,0,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,191,51,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,0,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,6,2,0,0,6,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,0,0,0
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,0,0,0,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,4,1,4,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,31,8,31,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,2,1,2,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,7,2,7,0,,0,
CA,Los Angeles City & County CoC,CA-600,2020,1/22/2020 0:00,20,6,20,0,,0,
NH,New Hampshire Balance of State CoC,NH-500,2020,1/29/2020 0:00,22,7,0,0,0,0,0
NH,New Hampshire Balance of State CoC,NH-500,2020,1/29/2020 0:00,0,0,0,0,0,,
VT,Burlington/Chittenden County CoC,VT-501,2020,1/22/2020 0:00,0,0,0,0,,0,
TX,Austin/Travis County CoC,TX-503,2020,1/25/2020 0:00,2,1,0,2,,0,
OK,Oklahoma Balance of State CoC,OK-503,2020,1/23/2020 0:00,4,1,0,4,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,0,0,0
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,2,1,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,0,0,0
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,7,7,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,2,1,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,4,2,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,0,0,0,0,0,0,0
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,13,4,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,5,1,0,0,,,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,14,4,0,0,,0,
VA,Charlottesville CoC,VA-504,2020,1/22/2020 0:00,6,2,6,0,6,0,0
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,0,0,0
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,0,0,0
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,20,8,20,0,,0,
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,,0,
TX,El Paso City & County CoC,TX-603,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,31,10,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,21,5,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,2,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,2,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,6,1,6,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,8,2,0,0,,0,
OR,Clackamas County CoC,OR-507,2020,1/22/2020 0:00,5,2,0,0,,0,
OR,Clackamas County CoC,OR-507,2020,1/22/2020 0:00,24,8,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,35,28,35,0,0,0,0
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,84,38,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,13,4,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,61,23,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,8,4,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,26,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,28,18,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,0,0,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,12,5,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,12,2,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,20,1,0,0,,0,
WA,Washington Balance of State CoC,WA-501,2020,1/23/2020 0:00,2,1,0,0,,0,
NJ,Trenton/Mercer County CoC,NJ-514,2020,1/28/2020 0:00,,,,,,,
NJ,Trenton/Mercer County CoC,NJ-514,2020,1/28/2020 0:00,,,,,,,
NJ,Trenton/Mercer County CoC,NJ-514,2020,1/28/2020 0:00,,,,,,,
